u_s_exports_and_imports_of_selected_fertilizers_year,u_s_exports_and_imports_of_selected_fertilizers_country,u_s_exports_and_imports_of_selected_fertilizers_commodity,u_s_exports_short_tons,u_s_exports_dollars,u_s_imports_short_tons,u_s_imports_dollars
2012,Mozambique,Potassium Muriate,,,,
2012,Mozambique,Potassium Nitrate,,,,
2012,Mozambique,Potassium Sulfate,,,,
2012,Mozambique,Potassium-Sodium Nitrate,,,,
2012,Mozambique,Sodium Nitrate,,,,
2012,Mozambique,Sulfur,,,,
2012,Mozambique,Urea (Solid),,,,
2012,Myanmar (Burma),Total,,,,
2012,Myanmar (Burma),Ammonium Nitrate (Solid),,,,
2012,Myanmar (Burma),Ammonium Sulfate,,,,
2012,Myanmar (Burma),Anhydrous Ammonia,,,,
2012,Myanmar (Burma),Aqua Ammonia,,,,
2012,Myanmar (Burma),Calcium Cyanamide,,,,
2012,Myanmar (Burma),Calcium Nitrate,,,,
2012,Myanmar (Burma),Chemical Mixtures,,,,
2012,Myanmar (Burma),Concentrated Super,,,,
2012,Myanmar (Burma),Diammonium Phosphate (DAP),,,,
2012,Myanmar (Burma),Monammonium Phosphate (MAP),,,,
2012,Myanmar (Burma),Nitrogen Solutions,,,,
2012,Myanmar (Burma),Normal Super,,,,
2012,Myanmar (Burma),Other Nitrogen Fertilizers,,,,
2012,Myanmar (Burma),Other Phosphate Fertilizers,,,,
2012,Myanmar (Burma),Other Potassium Fertilizers,,,,
2012,Myanmar (Burma),Phosphate Rock,,,,
2012,Myanmar (Burma),"Phosphoric Acid, Superphosphoric",,,,
2012,Myanmar (Burma),"Phosphoric Acid, Wet Process",,,,
2012,Myanmar (Burma),Potassium Muriate,,,,
2012,Myanmar (Burma),Potassium Nitrate,,,,
2012,Myanmar (Burma),Potassium Sulfate,,,,
2012,Myanmar (Burma),Potassium-Sodium Nitrate,,,,
2012,Myanmar (Burma),Sodium Nitrate,,,,
2012,Myanmar (Burma),Sulfur,,,,
2012,Myanmar (Burma),Urea (Solid),,,,
2012,Namibia,Total,,,,
2012,Namibia,Ammonium Nitrate (Solid),,,,
2012,Namibia,Ammonium Sulfate,,,,
2012,Namibia,Anhydrous Ammonia,,,,
2012,Namibia,Aqua Ammonia,,,,
2012,Namibia,Calcium Cyanamide,,,,
2012,Namibia,Calcium Nitrate,,,,
2012,Namibia,Chemical Mixtures,,,,
2012,Namibia,Concentrated Super,,,,
2012,Namibia,Diammonium Phosphate (DAP),,,,
2012,Namibia,Monammonium Phosphate (MAP),,,,
2012,Namibia,Nitrogen Solutions,,,,
2012,Namibia,Normal Super,,,,
2012,Namibia,Other Nitrogen Fertilizers,,,,
2012,Namibia,Other Phosphate Fertilizers,,,,
2012,Namibia,Other Potassium Fertilizers,,,,
2012,Namibia,Phosphate Rock,,,,
2012,Namibia,"Phosphoric Acid, Superphosphoric",,,,
2012,Namibia,"Phosphoric Acid, Wet Process",,,,
2012,Namibia,Potassium Muriate,,,,
2012,Namibia,Potassium Nitrate,,,,
2012,Namibia,Potassium Sulfate,,,,
2012,Namibia,Potassium-Sodium Nitrate,,,,
2012,Namibia,Sodium Nitrate,,,,
2012,Namibia,Sulfur,,,,
2012,Namibia,Urea (Solid),,,,
2012,Nepal,Total,,,,
2012,Nepal,Ammonium Nitrate (Solid),,,,
2012,Nepal,Ammonium Sulfate,,,,
2012,Nepal,Anhydrous Ammonia,,,,
2012,Nepal,Aqua Ammonia,,,,
2012,Nepal,Calcium Cyanamide,,,,
2012,Nepal,Calcium Nitrate,,,,
2012,Nepal,Chemical Mixtures,,,,
2012,Nepal,Concentrated Super,,,,
2012,Nepal,Diammonium Phosphate (DAP),,,,
2012,Nepal,Monammonium Phosphate (MAP),,,,
2012,Nepal,Nitrogen Solutions,,,,
2012,Nepal,Normal Super,,,,
2012,Nepal,Other Nitrogen Fertilizers,,,,
2012,Nepal,Other Phosphate Fertilizers,,,,
2012,Nepal,Other Potassium Fertilizers,,,,
2012,Nepal,Phosphate Rock,,,,
2012,Nepal,"Phosphoric Acid, Superphosphoric",,,,
2012,Nepal,"Phosphoric Acid, Wet Process",,,,
2012,Nepal,Potassium Muriate,,,,
2012,Nepal,Potassium Nitrate,,,,
2012,Nepal,Potassium Sulfate,,,,
2012,Nepal,Potassium-Sodium Nitrate,,,,
2012,Nepal,Sodium Nitrate,,,,
2012,Nepal,Sulfur,,,,
2012,Nepal,Urea (Solid),,,,
2012,Netherlands,Total,22282.994499999993,12320993,341516.7906000001,93290083
2012,Netherlands,Ammonium Nitrate (Solid),,,182458.2075,53049350
2012,Netherlands,Ammonium Sulfate,6628.129899999999,1545407,875.2262000000002,190177
2012,Netherlands,Anhydrous Ammonia,63.933400000000006,4111,,
2012,Netherlands,Aqua Ammonia,16.5345,7718,,
2012,Netherlands,Calcium Cyanamide,,,,
2012,Netherlands,Calcium Nitrate,,,4.4092,5628
2012,Netherlands,Chemical Mixtures,8000.4934,6906799,2697.3281,1823086
2012,Netherlands,Concentrated Super,,,,
2012,Netherlands,Diammonium Phosphate (DAP),,,20.9437,30828
2012,Netherlands,Monammonium Phosphate (MAP),39.6828,7236,1.1023,4540
2012,Netherlands,Nitrogen Solutions,4.4092,32125,142768.7937,34364705
2012,Netherlands,Normal Super,,,1130.9598,237093
2012,Netherlands,Other Nitrogen Fertilizers,,,,
2012,Netherlands,Other Phosphate Fertilizers,,,,
2012,Netherlands,Other Potassium Fertilizers,,,,
2012,Netherlands,Phosphate Rock,,,,
2012,Netherlands,"Phosphoric Acid, Superphosphoric",135.5829,225282,,
2012,Netherlands,"Phosphoric Acid, Wet Process",343.9176,95973,,
2012,Netherlands,Potassium Muriate,22.046,51109,5.5115,7660
2012,Netherlands,Potassium Nitrate,6992.9912,3184688,169.7542,77641
2012,Netherlands,Potassium Sulfate,,,1248.9059000000002,75686
2012,Netherlands,Potassium-Sodium Nitrate,,,,
2012,Netherlands,Sodium Nitrate,,,,
2012,Netherlands,Sulfur,,,,
2012,Netherlands,Urea (Solid),35.273599999999995,260545,10135.648500000001,3423689
2012,Netherlands Antilles,Total,,,,
2012,Netherlands Antilles,Ammonium Nitrate (Solid),,,,
2012,Netherlands Antilles,Ammonium Sulfate,,,,
2012,Netherlands Antilles,Anhydrous Ammonia,,,,
2012,Netherlands Antilles,Aqua Ammonia,,,,
2012,Netherlands Antilles,Calcium Cyanamide,,,,
2012,Netherlands Antilles,Calcium Nitrate,,,,
2012,Netherlands Antilles,Chemical Mixtures,,,,
2012,Netherlands Antilles,Concentrated Super,,,,
2012,Netherlands Antilles,Diammonium Phosphate (DAP),,,,
2012,Netherlands Antilles,Monammonium Phosphate (MAP),,,,
2012,Netherlands Antilles,Nitrogen Solutions,,,,
2012,Netherlands Antilles,Normal Super,,,,
2012,Netherlands Antilles,Other Nitrogen Fertilizers,,,,
2012,Netherlands Antilles,Other Phosphate Fertilizers,,,,
2012,Netherlands Antilles,Other Potassium Fertilizers,,,,
2012,Netherlands Antilles,Phosphate Rock,,,,
2012,Netherlands Antilles,"Phosphoric Acid, Superphosphoric",,,,
2012,Netherlands Antilles,"Phosphoric Acid, Wet Process",,,,
2012,Netherlands Antilles,Potassium Muriate,,,,
2012,Netherlands Antilles,Potassium Nitrate,,,,
2012,Netherlands Antilles,Potassium Sulfate,,,,
2012,Netherlands Antilles,Potassium-Sodium Nitrate,,,,
2012,Netherlands Antilles,Sodium Nitrate,,,,
2012,Netherlands Antilles,Sulfur,,,,
2012,Netherlands Antilles,Urea (Solid),,,,
2012,New Caledonia,Total,1.1023,4324,,
2012,New Caledonia,Ammonium Nitrate (Solid),,,,
2012,New Caledonia,Ammonium Sulfate,,,,
2012,New Caledonia,Anhydrous Ammonia,,,,
2012,New Caledonia,Aqua Ammonia,,,,
2012,New Caledonia,Calcium Cyanamide,,,,
2012,New Caledonia,Calcium Nitrate,,,,
2012,New Caledonia,Chemical Mixtures,1.1023,4324,,
2012,New Caledonia,Concentrated Super,,,,
2012,New Caledonia,Diammonium Phosphate (DAP),,,,
2012,New Caledonia,Monammonium Phosphate (MAP),,,,
2012,New Caledonia,Nitrogen Solutions,,,,
2012,New Caledonia,Normal Super,,,,
2012,New Caledonia,Other Nitrogen Fertilizers,,,,
2012,New Caledonia,Other Phosphate Fertilizers,,,,
2012,New Caledonia,Other Potassium Fertilizers,,,,
2012,New Caledonia,Phosphate Rock,,,,
2012,New Caledonia,"Phosphoric Acid, Superphosphoric",,,,
2012,New Caledonia,"Phosphoric Acid, Wet Process",,,,
2012,New Caledonia,Potassium Muriate,,,,
2012,New Caledonia,Potassium Nitrate,,,,
2012,New Caledonia,Potassium Sulfate,,,,
2012,New Caledonia,Potassium-Sodium Nitrate,,,,
2012,New Caledonia,Sodium Nitrate,,,,
2012,New Caledonia,Sulfur,,,,
2012,New Caledonia,Urea (Solid),,,,
2012,"New Zealand, No Islands",Total,97217.34850000001,30592318,326.2808,77058
2012,"New Zealand, No Islands",Ammonium Nitrate (Solid),,,,
2012,"New Zealand, No Islands",Ammonium Sulfate,65210.9657,17816021,,
2012,"New Zealand, No Islands",Anhydrous Ammonia,,,,
2012,"New Zealand, No Islands",Aqua Ammonia,,,,
2012,"New Zealand, No Islands",Calcium Cyanamide,,,,
2012,"New Zealand, No Islands",Calcium Nitrate,,,,
2012,"New Zealand, No Islands",Chemical Mixtures,718.6996,623678,39.6828,34038
2012,"New Zealand, No Islands",Concentrated Super,,,,
2012,"New Zealand, No Islands",Diammonium Phosphate (DAP),22046,9949999,,
2012,"New Zealand, No Islands",Monammonium Phosphate (MAP),,,,
