u_s_exports_and_imports_of_selected_fertilizers_year,u_s_exports_and_imports_of_selected_fertilizers_country,u_s_exports_and_imports_of_selected_fertilizers_commodity,u_s_exports_short_tons,u_s_exports_dollars,u_s_imports_short_tons,u_s_imports_dollars
2012,Denmark,Potassium Muriate,,,,
2012,Denmark,Potassium Nitrate,,,,
2012,Denmark,Potassium Sulfate,,,,
2012,Denmark,Potassium-Sodium Nitrate,,,,
2012,Denmark,Sodium Nitrate,,,,
2012,Denmark,Sulfur,,,,
2012,Denmark,Urea (Solid),13.227599999999999,63804,,
2012,Djibouti,Total,,,,
2012,Djibouti,Ammonium Nitrate (Solid),,,,
2012,Djibouti,Ammonium Sulfate,,,,
2012,Djibouti,Anhydrous Ammonia,,,,
2012,Djibouti,Aqua Ammonia,,,,
2012,Djibouti,Calcium Cyanamide,,,,
2012,Djibouti,Calcium Nitrate,,,,
2012,Djibouti,Chemical Mixtures,,,,
2012,Djibouti,Concentrated Super,,,,
2012,Djibouti,Diammonium Phosphate (DAP),,,,
2012,Djibouti,Monammonium Phosphate (MAP),,,,
2012,Djibouti,Nitrogen Solutions,,,,
2012,Djibouti,Normal Super,,,,
2012,Djibouti,Other Nitrogen Fertilizers,,,,
2012,Djibouti,Other Phosphate Fertilizers,,,,
2012,Djibouti,Other Potassium Fertilizers,,,,
2012,Djibouti,Phosphate Rock,,,,
2012,Djibouti,"Phosphoric Acid, Superphosphoric",,,,
2012,Djibouti,"Phosphoric Acid, Wet Process",,,,
2012,Djibouti,Potassium Muriate,,,,
2012,Djibouti,Potassium Nitrate,,,,
2012,Djibouti,Potassium Sulfate,,,,
2012,Djibouti,Potassium-Sodium Nitrate,,,,
2012,Djibouti,Sodium Nitrate,,,,
2012,Djibouti,Sulfur,,,,
2012,Djibouti,Urea (Solid),,,,
2012,Dominica,Total,22.046,18720,,
2012,Dominica,Ammonium Nitrate (Solid),22.046,18720,,
2012,Dominica,Ammonium Sulfate,,,,
2012,Dominica,Anhydrous Ammonia,,,,
2012,Dominica,Aqua Ammonia,,,,
2012,Dominica,Calcium Cyanamide,,,,
2012,Dominica,Calcium Nitrate,,,,
2012,Dominica,Chemical Mixtures,,,,
2012,Dominica,Concentrated Super,,,,
2012,Dominica,Diammonium Phosphate (DAP),,,,
2012,Dominica,Monammonium Phosphate (MAP),,,,
2012,Dominica,Nitrogen Solutions,,,,
2012,Dominica,Normal Super,,,,
2012,Dominica,Other Nitrogen Fertilizers,,,,
2012,Dominica,Other Phosphate Fertilizers,,,,
2012,Dominica,Other Potassium Fertilizers,,,,
2012,Dominica,Phosphate Rock,,,,
2012,Dominica,"Phosphoric Acid, Superphosphoric",,,,
2012,Dominica,"Phosphoric Acid, Wet Process",,,,
2012,Dominica,Potassium Muriate,,,,
2012,Dominica,Potassium Nitrate,,,,
2012,Dominica,Potassium Sulfate,,,,
2012,Dominica,Potassium-Sodium Nitrate,,,,
2012,Dominica,Sodium Nitrate,,,,
2012,Dominica,Sulfur,,,,
2012,Dominica,Urea (Solid),,,,
2012,Dominican Republic,Total,123410.20110000003,47063713,1623.6879000000004,737473
2012,Dominican Republic,Ammonium Nitrate (Solid),,,,
2012,Dominican Republic,Ammonium Sulfate,90556.14960000002,31199970,127.8668,59600
2012,Dominican Republic,Anhydrous Ammonia,109.1277,22547,,
2012,Dominican Republic,Aqua Ammonia,,,,
2012,Dominican Republic,Calcium Cyanamide,,,,
2012,Dominican Republic,Calcium Nitrate,,,,
2012,Dominican Republic,Chemical Mixtures,142.19670000000002,109838,1277.5657000000003,560016
2012,Dominican Republic,Concentrated Super,11.023,25539,,
2012,Dominican Republic,Diammonium Phosphate (DAP),31566.565100000003,14797570,,
2012,Dominican Republic,Monammonium Phosphate (MAP),,,,
2012,Dominican Republic,Nitrogen Solutions,,,,
2012,Dominican Republic,Normal Super,,,,
2012,Dominican Republic,Other Nitrogen Fertilizers,,,,
2012,Dominican Republic,Other Phosphate Fertilizers,,,,
2012,Dominican Republic,Other Potassium Fertilizers,,,,
2012,Dominican Republic,Phosphate Rock,11.023,3080,,
2012,Dominican Republic,"Phosphoric Acid, Superphosphoric",2.2046,6702,,
2012,Dominican Republic,"Phosphoric Acid, Wet Process",,,,
2012,Dominican Republic,Potassium Muriate,,,,
2012,Dominican Republic,Potassium Nitrate,,,,
2012,Dominican Republic,Potassium Sulfate,578.7075,393692,,
2012,Dominican Republic,Potassium-Sodium Nitrate,,,,
2012,Dominican Republic,Sodium Nitrate,12.1253,22739,,
2012,Dominican Republic,Sulfur,,,,
2012,Dominican Republic,Urea (Solid),421.0786,482036,218.2554,117857
2012,Ecuador,Total,85833.89640000003,36911984,,
2012,Ecuador,Ammonium Nitrate (Solid),,,,
2012,Ecuador,Ammonium Sulfate,9076.338200000002,1964680,,
2012,Ecuador,Anhydrous Ammonia,,,,
2012,Ecuador,Aqua Ammonia,,,,
2012,Ecuador,Calcium Cyanamide,,,,
2012,Ecuador,Calcium Nitrate,,,,
2012,Ecuador,Chemical Mixtures,14135.895199999999,6505539,,
2012,Ecuador,Concentrated Super,,,,
2012,Ecuador,Diammonium Phosphate (DAP),30173.257900000004,13553436,,
2012,Ecuador,Monammonium Phosphate (MAP),2423.9577,1211295,,
2012,Ecuador,Nitrogen Solutions,,,,
2012,Ecuador,Normal Super,,,,
2012,Ecuador,Other Nitrogen Fertilizers,,,,
2012,Ecuador,Other Phosphate Fertilizers,,,,
2012,Ecuador,Other Potassium Fertilizers,,,,
2012,Ecuador,Phosphate Rock,,,,
2012,Ecuador,"Phosphoric Acid, Superphosphoric",,,,
2012,Ecuador,"Phosphoric Acid, Wet Process",,,,
2012,Ecuador,Potassium Muriate,30024.4474,13677034,,
2012,Ecuador,Potassium Nitrate,,,,
2012,Ecuador,Potassium Sulfate,,,,
2012,Ecuador,Potassium-Sodium Nitrate,,,,
2012,Ecuador,Sodium Nitrate,,,,
2012,Ecuador,Sulfur,,,,
2012,Ecuador,Urea (Solid),,,,
2012,Egypt,Total,156.5266,198580,817850.3827,305991557
2012,Egypt,Ammonium Nitrate (Solid),,,,
2012,Egypt,Ammonium Sulfate,,,,
2012,Egypt,Anhydrous Ammonia,,,53810.979100000004,16990939
2012,Egypt,Aqua Ammonia,,,,
2012,Egypt,Calcium Cyanamide,,,,
2012,Egypt,Calcium Nitrate,,,,
2012,Egypt,Chemical Mixtures,38.5805,120317,,
2012,Egypt,Concentrated Super,,,,
2012,Egypt,Diammonium Phosphate (DAP),,,,
2012,Egypt,Monammonium Phosphate (MAP),,,,
2012,Egypt,Nitrogen Solutions,,,220897.61310000005,58858207
2012,Egypt,Normal Super,,,,
2012,Egypt,Other Nitrogen Fertilizers,,,,
2012,Egypt,Other Phosphate Fertilizers,,,,
2012,Egypt,Other Potassium Fertilizers,,,,
2012,Egypt,Phosphate Rock,,,19.8414,3089
2012,Egypt,"Phosphoric Acid, Superphosphoric",,,,
2012,Egypt,"Phosphoric Acid, Wet Process",,,,
2012,Egypt,Potassium Muriate,16.5345,2670,,
2012,Egypt,Potassium Nitrate,,,,
2012,Egypt,Potassium Sulfate,,,,
2012,Egypt,Potassium-Sodium Nitrate,,,,
2012,Egypt,Sodium Nitrate,,,,
2012,Egypt,Sulfur,,,,
2012,Egypt,Urea (Solid),101.4116,75593,543121.9491000002,230139322
2012,El Salvador,Total,64098.744999999995,34428894,,
2012,El Salvador,Ammonium Nitrate (Solid),,,,
2012,El Salvador,Ammonium Sulfate,,,,
2012,El Salvador,Anhydrous Ammonia,,,,
2012,El Salvador,Aqua Ammonia,,,,
2012,El Salvador,Calcium Cyanamide,,,,
2012,El Salvador,Calcium Nitrate,,,,
2012,El Salvador,Chemical Mixtures,2211.2138,1039586,,
2012,El Salvador,Concentrated Super,,,,
2012,El Salvador,Diammonium Phosphate (DAP),61859.9737,33172544,,
2012,El Salvador,Monammonium Phosphate (MAP),,,,
2012,El Salvador,Nitrogen Solutions,,,,
2012,El Salvador,Normal Super,,,,
2012,El Salvador,Other Nitrogen Fertilizers,,,,
2012,El Salvador,Other Phosphate Fertilizers,,,,
2012,El Salvador,Other Potassium Fertilizers,,,,
2012,El Salvador,Phosphate Rock,,,,
2012,El Salvador,"Phosphoric Acid, Superphosphoric",,,,
2012,El Salvador,"Phosphoric Acid, Wet Process",,,,
2012,El Salvador,Potassium Muriate,,,,
2012,El Salvador,Potassium Nitrate,,,,
2012,El Salvador,Potassium Sulfate,,,,
2012,El Salvador,Potassium-Sodium Nitrate,,,,
2012,El Salvador,Sodium Nitrate,3.3069,6764,,
2012,El Salvador,Sulfur,,,,
2012,El Salvador,Urea (Solid),24.250600000000002,210000,,
2012,Equatorial Guinea,Total,20.943700000000003,31027,,
2012,Equatorial Guinea,Ammonium Nitrate (Solid),,,,
2012,Equatorial Guinea,Ammonium Sulfate,,,,
2012,Equatorial Guinea,Anhydrous Ammonia,,,,
2012,Equatorial Guinea,Aqua Ammonia,,,,
2012,Equatorial Guinea,Calcium Cyanamide,,,,
2012,Equatorial Guinea,Calcium Nitrate,,,,
2012,Equatorial Guinea,Chemical Mixtures,,,,
2012,Equatorial Guinea,Concentrated Super,,,,
2012,Equatorial Guinea,Diammonium Phosphate (DAP),,,,
2012,Equatorial Guinea,Monammonium Phosphate (MAP),,,,
2012,Equatorial Guinea,Nitrogen Solutions,,,,
2012,Equatorial Guinea,Normal Super,,,,
2012,Equatorial Guinea,Other Nitrogen Fertilizers,,,,
2012,Equatorial Guinea,Other Phosphate Fertilizers,,,,
2012,Equatorial Guinea,Other Potassium Fertilizers,,,,
2012,Equatorial Guinea,Phosphate Rock,,,,
2012,Equatorial Guinea,"Phosphoric Acid, Superphosphoric",14.329900000000002,22897,,
2012,Equatorial Guinea,"Phosphoric Acid, Wet Process",,,,
2012,Equatorial Guinea,Potassium Muriate,,,,
2012,Equatorial Guinea,Potassium Nitrate,,,,
2012,Equatorial Guinea,Potassium Sulfate,,,,
2012,Equatorial Guinea,Potassium-Sodium Nitrate,,,,
2012,Equatorial Guinea,Sodium Nitrate,,,,
2012,Equatorial Guinea,Sulfur,,,,
2012,Equatorial Guinea,Urea (Solid),6.6138,8130,,
2012,Eritrea,Total,,,,
2012,Eritrea,Ammonium Nitrate (Solid),,,,
2012,Eritrea,Ammonium Sulfate,,,,
2012,Eritrea,Anhydrous Ammonia,,,,
2012,Eritrea,Aqua Ammonia,,,,
2012,Eritrea,Calcium Cyanamide,,,,
2012,Eritrea,Calcium Nitrate,,,,
2012,Eritrea,Chemical Mixtures,,,,
2012,Eritrea,Concentrated Super,,,,
2012,Eritrea,Diammonium Phosphate (DAP),,,,
2012,Eritrea,Monammonium Phosphate (MAP),,,,
2012,Eritrea,Nitrogen Solutions,,,,
2012,Eritrea,Normal Super,,,,
2012,Eritrea,Other Nitrogen Fertilizers,,,,
2012,Eritrea,Other Phosphate Fertilizers,,,,
2012,Eritrea,Other Potassium Fertilizers,,,,
2012,Eritrea,Phosphate Rock,,,,
2012,Eritrea,"Phosphoric Acid, Superphosphoric",,,,
2012,Eritrea,"Phosphoric Acid, Wet Process",,,,
2012,Eritrea,Potassium Muriate,,,,
2012,Eritrea,Potassium Nitrate,,,,
2012,Eritrea,Potassium Sulfate,,,,
2012,Eritrea,Potassium-Sodium Nitrate,,,,
2012,Eritrea,Sodium Nitrate,,,,
2012,Eritrea,Sulfur,,,,
2012,Eritrea,Urea (Solid),,,,
2012,Estonia,Total,,,29430.3077,8036471
2012,Estonia,Ammonium Nitrate (Solid),,,,
2012,Estonia,Ammonium Sulfate,,,,
2012,Estonia,Anhydrous Ammonia,,,,
2012,Estonia,Aqua Ammonia,,,,
2012,Estonia,Calcium Cyanamide,,,,
2012,Estonia,Calcium Nitrate,,,,
2012,Estonia,Chemical Mixtures,,,,
2012,Estonia,Concentrated Super,,,,
2012,Estonia,Diammonium Phosphate (DAP),,,,
2012,Estonia,Monammonium Phosphate (MAP),,,,
2012,Estonia,Nitrogen Solutions,,,,
2012,Estonia,Normal Super,,,,
2012,Estonia,Other Nitrogen Fertilizers,,,,
2012,Estonia,Other Phosphate Fertilizers,,,,
2012,Estonia,Other Potassium Fertilizers,,,,
2012,Estonia,Phosphate Rock,,,,
2012,Estonia,"Phosphoric Acid, Superphosphoric",,,,
2012,Estonia,"Phosphoric Acid, Wet Process",,,,
2012,Estonia,Potassium Muriate,,,,
2012,Estonia,Potassium Nitrate,,,,
2012,Estonia,Potassium Sulfate,,,,
2012,Estonia,Potassium-Sodium Nitrate,,,,
2012,Estonia,Sodium Nitrate,,,,
2012,Estonia,Sulfur,,,,
2012,Estonia,Urea (Solid),,,29430.3077,8036471
2012,Ethiopia,Total,3804.0373000000004,376165,,
2012,Ethiopia,Ammonium Nitrate (Solid),,,,
2012,Ethiopia,Ammonium Sulfate,,,,
2012,Ethiopia,Anhydrous Ammonia,,,,
2012,Ethiopia,Aqua Ammonia,,,,
2012,Ethiopia,Calcium Cyanamide,,,,
2012,Ethiopia,Calcium Nitrate,,,,
2012,Ethiopia,Chemical Mixtures,,,,
2012,Ethiopia,Concentrated Super,,,,
2012,Ethiopia,Diammonium Phosphate (DAP),3804.0373000000004,376165,,
2012,Ethiopia,Monammonium Phosphate (MAP),,,,
2012,Ethiopia,Nitrogen Solutions,,,,
2012,Ethiopia,Normal Super,,,,
2012,Ethiopia,Other Nitrogen Fertilizers,,,,
2012,Ethiopia,Other Phosphate Fertilizers,,,,
2012,Ethiopia,Other Potassium Fertilizers,,,,
2012,Ethiopia,Phosphate Rock,,,,
2012,Ethiopia,"Phosphoric Acid, Superphosphoric",,,,
2012,Ethiopia,"Phosphoric Acid, Wet Process",,,,
2012,Ethiopia,Potassium Muriate,,,,
2012,Ethiopia,Potassium Nitrate,,,,
2012,Ethiopia,Potassium Sulfate,,,,
2012,Ethiopia,Potassium-Sodium Nitrate,,,,
2012,Ethiopia,Sodium Nitrate,,,,
2012,Ethiopia,Sulfur,,,,
2012,Ethiopia,Urea (Solid),,,,
2012,Fiji,Total,,,,
2012,Fiji,Ammonium Nitrate (Solid),,,,
2012,Fiji,Ammonium Sulfate,,,,
2012,Fiji,Anhydrous Ammonia,,,,
2012,Fiji,Aqua Ammonia,,,,
2012,Fiji,Calcium Cyanamide,,,,
2012,Fiji,Calcium Nitrate,,,,
2012,Fiji,Chemical Mixtures,,,,
2012,Fiji,Concentrated Super,,,,
2012,Fiji,Diammonium Phosphate (DAP),,,,
2012,Fiji,Monammonium Phosphate (MAP),,,,
2012,Fiji,Nitrogen Solutions,,,,
2012,Fiji,Normal Super,,,,
2012,Fiji,Other Nitrogen Fertilizers,,,,
2012,Fiji,Other Phosphate Fertilizers,,,,
2012,Fiji,Other Potassium Fertilizers,,,,
2012,Fiji,Phosphate Rock,,,,
2012,Fiji,"Phosphoric Acid, Superphosphoric",,,,
2012,Fiji,"Phosphoric Acid, Wet Process",,,,
2012,Fiji,Potassium Muriate,,,,
2012,Fiji,Potassium Nitrate,,,,
2012,Fiji,Potassium Sulfate,,,,
2012,Fiji,Potassium-Sodium Nitrate,,,,
2012,Fiji,Sodium Nitrate,,,,
2012,Fiji,Sulfur,,,,
2012,Fiji,Urea (Solid),,,,
2012,Finland,Total,,,15648.2508,6725190
2012,Finland,Ammonium Nitrate (Solid),,,,
2012,Finland,Ammonium Sulfate,,,,
2012,Finland,Anhydrous Ammonia,,,,
2012,Finland,Aqua Ammonia,,,,
2012,Finland,Calcium Cyanamide,,,,
2012,Finland,Calcium Nitrate,,,,
2012,Finland,Chemical Mixtures,,,15648.2508,6725190
2012,Finland,Concentrated Super,,,,
2012,Finland,Diammonium Phosphate (DAP),,,,
2012,Finland,Monammonium Phosphate (MAP),,,,
2012,Finland,Nitrogen Solutions,,,,
2012,Finland,Normal Super,,,,
2012,Finland,Other Nitrogen Fertilizers,,,,
2012,Finland,Other Phosphate Fertilizers,,,,
2012,Finland,Other Potassium Fertilizers,,,,
2012,Finland,Phosphate Rock,,,,
2012,Finland,"Phosphoric Acid, Superphosphoric",,,,
2012,Finland,"Phosphoric Acid, Wet Process",,,,
2012,Finland,Potassium Muriate,,,,
2012,Finland,Potassium Nitrate,,,,
2012,Finland,Potassium Sulfate,,,,
2012,Finland,Potassium-Sodium Nitrate,,,,
2012,Finland,Sodium Nitrate,,,,
2012,Finland,Sulfur,,,,
2012,Finland,Urea (Solid),,,,
2012,Former Czechoslovakia,Total,,,,
2012,Former Czechoslovakia,Ammonium Nitrate (Solid),,,,
2012,Former Czechoslovakia,Ammonium Sulfate,,,,
2012,Former Czechoslovakia,Anhydrous Ammonia,,,,
2012,Former Czechoslovakia,Aqua Ammonia,,,,
2012,Former Czechoslovakia,Calcium Cyanamide,,,,
2012,Former Czechoslovakia,Calcium Nitrate,,,,
2012,Former Czechoslovakia,Chemical Mixtures,,,,
2012,Former Czechoslovakia,Concentrated Super,,,,
2012,Former Czechoslovakia,Diammonium Phosphate (DAP),,,,
2012,Former Czechoslovakia,Monammonium Phosphate (MAP),,,,
2012,Former Czechoslovakia,Nitrogen Solutions,,,,
2012,Former Czechoslovakia,Normal Super,,,,
2012,Former Czechoslovakia,Other Nitrogen Fertilizers,,,,
2012,Former Czechoslovakia,Other Phosphate Fertilizers,,,,
2012,Former Czechoslovakia,Other Potassium Fertilizers,,,,
2012,Former Czechoslovakia,Phosphate Rock,,,,
2012,Former Czechoslovakia,"Phosphoric Acid, Superphosphoric",,,,
2012,Former Czechoslovakia,"Phosphoric Acid, Wet Process",,,,
2012,Former Czechoslovakia,Potassium Muriate,,,,
2012,Former Czechoslovakia,Potassium Nitrate,,,,
2012,Former Czechoslovakia,Potassium Sulfate,,,,
2012,Former Czechoslovakia,Potassium-Sodium Nitrate,,,,
2012,Former Czechoslovakia,Sodium Nitrate,,,,
2012,Former Czechoslovakia,Sulfur,,,,
2012,Former Czechoslovakia,Urea (Solid),,,,
2012,Former Ethiopia,Total,,,,
2012,Former Ethiopia,Ammonium Nitrate (Solid),,,,
2012,Former Ethiopia,Ammonium Sulfate,,,,
2012,Former Ethiopia,Anhydrous Ammonia,,,,
2012,Former Ethiopia,Aqua Ammonia,,,,
2012,Former Ethiopia,Calcium Cyanamide,,,,
2012,Former Ethiopia,Calcium Nitrate,,,,
2012,Former Ethiopia,Chemical Mixtures,,,,
2012,Former Ethiopia,Concentrated Super,,,,
2012,Former Ethiopia,Diammonium Phosphate (DAP),,,,
2012,Former Ethiopia,Monammonium Phosphate (MAP),,,,
2012,Former Ethiopia,Nitrogen Solutions,,,,
2012,Former Ethiopia,Normal Super,,,,
2012,Former Ethiopia,Other Nitrogen Fertilizers,,,,
2012,Former Ethiopia,Other Phosphate Fertilizers,,,,
2012,Former Ethiopia,Other Potassium Fertilizers,,,,
2012,Former Ethiopia,Phosphate Rock,,,,
2012,Former Ethiopia,"Phosphoric Acid, Superphosphoric",,,,
2012,Former Ethiopia,"Phosphoric Acid, Wet Process",,,,
2012,Former Ethiopia,Potassium Muriate,,,,
2012,Former Ethiopia,Potassium Nitrate,,,,
2012,Former Ethiopia,Potassium Sulfate,,,,
2012,Former Ethiopia,Potassium-Sodium Nitrate,,,,
2012,Former Ethiopia,Sodium Nitrate,,,,
2012,Former Ethiopia,Sulfur,,,,
2012,Former Ethiopia,Urea (Solid),,,,
2012,Former Yugoslavia,Total,,,,
2012,Former Yugoslavia,Ammonium Nitrate (Solid),,,,
2012,Former Yugoslavia,Ammonium Sulfate,,,,
2012,Former Yugoslavia,Anhydrous Ammonia,,,,
2012,Former Yugoslavia,Aqua Ammonia,,,,
2012,Former Yugoslavia,Calcium Cyanamide,,,,
2012,Former Yugoslavia,Calcium Nitrate,,,,
2012,Former Yugoslavia,Chemical Mixtures,,,,
2012,Former Yugoslavia,Concentrated Super,,,,
2012,Former Yugoslavia,Diammonium Phosphate (DAP),,,,
2012,Former Yugoslavia,Monammonium Phosphate (MAP),,,,
2012,Former Yugoslavia,Nitrogen Solutions,,,,
2012,Former Yugoslavia,Normal Super,,,,
2012,Former Yugoslavia,Other Nitrogen Fertilizers,,,,
2012,Former Yugoslavia,Other Phosphate Fertilizers,,,,
2012,Former Yugoslavia,Other Potassium Fertilizers,,,,
2012,Former Yugoslavia,Phosphate Rock,,,,
2012,Former Yugoslavia,"Phosphoric Acid, Superphosphoric",,,,
2012,Former Yugoslavia,"Phosphoric Acid, Wet Process",,,,
2012,Former Yugoslavia,Potassium Muriate,,,,
2012,Former Yugoslavia,Potassium Nitrate,,,,
2012,Former Yugoslavia,Potassium Sulfate,,,,
2012,Former Yugoslavia,Potassium-Sodium Nitrate,,,,
2012,Former Yugoslavia,Sodium Nitrate,,,,
2012,Former Yugoslavia,Sulfur,,,,
2012,Former Yugoslavia,Urea (Solid),,,,
2012,France,Total,30405.84319999999,6226595,1824.3065000000001,304809
2012,France,Ammonium Nitrate (Solid),1.1023,50775,62.8311,31063
2012,France,Ammonium Sulfate,16.5345,3799,11.023000000000001,11458
2012,France,Anhydrous Ammonia,,,,
2012,France,Aqua Ammonia,,,,
2012,France,Calcium Cyanamide,,,,
2012,France,Calcium Nitrate,,,,
2012,France,Chemical Mixtures,859.794,883253,,
2012,France,Concentrated Super,,,,
2012,France,Diammonium Phosphate (DAP),,,681.2214,85512
2012,France,Monammonium Phosphate (MAP),,,,
2012,France,Nitrogen Solutions,29127.1752,5099780,,
2012,France,Normal Super,,,,
2012,France,Other Nitrogen Fertilizers,,,,
2012,France,Other Phosphate Fertilizers,,,,
2012,France,Other Potassium Fertilizers,,,,
2012,France,Phosphate Rock,31.966700000000003,10000,,
2012,France,"Phosphoric Acid, Superphosphoric",44.092,89709,,
2012,France,"Phosphoric Acid, Wet Process",322.9739,70420,,
2012,France,Potassium Muriate,1.1023,14881,1.1023,4427
2012,France,Potassium Nitrate,,,,
2012,France,Potassium Sulfate,,,1048.2873,144912
2012,France,Potassium-Sodium Nitrate,,,,
2012,France,Sodium Nitrate,,,,
2012,France,Sulfur,,,19.8414,27437
2012,France,Urea (Solid),1.1023,3978,,
2012,French Guiana,Total,,,,
2012,French Guiana,Ammonium Nitrate (Solid),,,,
2012,French Guiana,Ammonium Sulfate,,,,
2012,French Guiana,Anhydrous Ammonia,,,,
2012,French Guiana,Aqua Ammonia,,,,
2012,French Guiana,Calcium Cyanamide,,,,
2012,French Guiana,Calcium Nitrate,,,,
2012,French Guiana,Chemical Mixtures,,,,
2012,French Guiana,Concentrated Super,,,,
2012,French Guiana,Diammonium Phosphate (DAP),,,,
2012,French Guiana,Monammonium Phosphate (MAP),,,,
2012,French Guiana,Nitrogen Solutions,,,,
2012,French Guiana,Normal Super,,,,
2012,French Guiana,Other Nitrogen Fertilizers,,,,
2012,French Guiana,Other Phosphate Fertilizers,,,,
2012,French Guiana,Other Potassium Fertilizers,,,,
2012,French Guiana,Phosphate Rock,,,,
2012,French Guiana,"Phosphoric Acid, Superphosphoric",,,,
2012,French Guiana,"Phosphoric Acid, Wet Process",,,,
2012,French Guiana,Potassium Muriate,,,,
2012,French Guiana,Potassium Nitrate,,,,
2012,French Guiana,Potassium Sulfate,,,,
2012,French Guiana,Potassium-Sodium Nitrate,,,,
2012,French Guiana,Sodium Nitrate,,,,
2012,French Guiana,Sulfur,,,,
2012,French Guiana,Urea (Solid),,,,
2012,French Polynesia,Total,13.2276,23741,,
2012,French Polynesia,Ammonium Nitrate (Solid),,,,
2012,French Polynesia,Ammonium Sulfate,,,,
2012,French Polynesia,Anhydrous Ammonia,,,,
2012,French Polynesia,Aqua Ammonia,,,,
2012,French Polynesia,Calcium Cyanamide,,,,
2012,French Polynesia,Calcium Nitrate,,,,
2012,French Polynesia,Chemical Mixtures,13.2276,23741,,
2012,French Polynesia,Concentrated Super,,,,
2012,French Polynesia,Diammonium Phosphate (DAP),,,,
2012,French Polynesia,Monammonium Phosphate (MAP),,,,
2012,French Polynesia,Nitrogen Solutions,,,,
2012,French Polynesia,Normal Super,,,,
2012,French Polynesia,Other Nitrogen Fertilizers,,,,
2012,French Polynesia,Other Phosphate Fertilizers,,,,
2012,French Polynesia,Other Potassium Fertilizers,,,,
2012,French Polynesia,Phosphate Rock,,,,
2012,French Polynesia,"Phosphoric Acid, Superphosphoric",,,,
2012,French Polynesia,"Phosphoric Acid, Wet Process",,,,
2012,French Polynesia,Potassium Muriate,,,,
2012,French Polynesia,Potassium Nitrate,,,,
2012,French Polynesia,Potassium Sulfate,,,,
2012,French Polynesia,Potassium-Sodium Nitrate,,,,
2012,French Polynesia,Sodium Nitrate,,,,
2012,French Polynesia,Sulfur,,,,
2012,French Polynesia,Urea (Solid),,,,
2012,Gabon,Total,,,,
2012,Gabon,Ammonium Nitrate (Solid),,,,
2012,Gabon,Ammonium Sulfate,,,,
2012,Gabon,Anhydrous Ammonia,,,,
2012,Gabon,Aqua Ammonia,,,,
2012,Gabon,Calcium Cyanamide,,,,
2012,Gabon,Calcium Nitrate,,,,
2012,Gabon,Chemical Mixtures,,,,
2012,Gabon,Concentrated Super,,,,
2012,Gabon,Diammonium Phosphate (DAP),,,,
2012,Gabon,Monammonium Phosphate (MAP),,,,
2012,Gabon,Nitrogen Solutions,,,,
2012,Gabon,Normal Super,,,,
2012,Gabon,Other Nitrogen Fertilizers,,,,
2012,Gabon,Other Phosphate Fertilizers,,,,
2012,Gabon,Other Potassium Fertilizers,,,,
2012,Gabon,Phosphate Rock,,,,
2012,Gabon,"Phosphoric Acid, Superphosphoric",,,,
2012,Gabon,"Phosphoric Acid, Wet Process",,,,
2012,Gabon,Potassium Muriate,,,,
2012,Gabon,Potassium Nitrate,,,,
2012,Gabon,Potassium Sulfate,,,,
2012,Gabon,Potassium-Sodium Nitrate,,,,
2012,Gabon,Sodium Nitrate,,,,
2012,Gabon,Sulfur,,,,
2012,Gabon,Urea (Solid),,,,
2012,Georgia,Total,3.3069,5000,279739.4894,86158751
2012,Georgia,Ammonium Nitrate (Solid),,,279739.4894,86158751
2012,Georgia,Ammonium Sulfate,,,,
2012,Georgia,Anhydrous Ammonia,,,,
2012,Georgia,Aqua Ammonia,,,,
2012,Georgia,Calcium Cyanamide,,,,
2012,Georgia,Calcium Nitrate,,,,
2012,Georgia,Chemical Mixtures,3.3069,5000,,
2012,Georgia,Concentrated Super,,,,
2012,Georgia,Diammonium Phosphate (DAP),,,,
2012,Georgia,Monammonium Phosphate (MAP),,,,
2012,Georgia,Nitrogen Solutions,,,,
2012,Georgia,Normal Super,,,,
2012,Georgia,Other Nitrogen Fertilizers,,,,
2012,Georgia,Other Phosphate Fertilizers,,,,
2012,Georgia,Other Potassium Fertilizers,,,,
2012,Georgia,Phosphate Rock,,,,
2012,Georgia,"Phosphoric Acid, Superphosphoric",,,,
2012,Georgia,"Phosphoric Acid, Wet Process",,,,
2012,Georgia,Potassium Muriate,,,,
2012,Georgia,Potassium Nitrate,,,,
2012,Georgia,Potassium Sulfate,,,,
2012,Georgia,Potassium-Sodium Nitrate,,,,
2012,Georgia,Sodium Nitrate,,,,
2012,Georgia,Sulfur,,,,
2012,Georgia,Urea (Solid),,,,
2012,"Germany, Fed. Republic; United",Total,616.1857000000003,656027,275106.52249999996,76649150
2012,"Germany, Fed. Republic; United",Ammonium Nitrate (Solid),1.1023,3076,,
2012,"Germany, Fed. Republic; United",Ammonium Sulfate,,,265.65430000000003,111474
2012,"Germany, Fed. Republic; United",Anhydrous Ammonia,39.6828,9065,,
2012,"Germany, Fed. Republic; United",Aqua Ammonia,,,2.2046,10109
2012,"Germany, Fed. Republic; United",Calcium Cyanamide,,,,
2012,"Germany, Fed. Republic; United",Calcium Nitrate,,,5.5115,29668
2012,"Germany, Fed. Republic; United",Chemical Mixtures,115.7415,119245,2685.2028000000005,1386319
2012,"Germany, Fed. Republic; United",Concentrated Super,,,,
